component,worker,rank,source_file,line_number,raw_log_line_pattern,candidate_metric_name,value,timestamp,metric_scope_interpretation,classification,source_kind,unit,avg,min,max,p50,p90,p95
decode,694d9fdfb4d8ee1b,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1690,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1691,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1692,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1693,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1694,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1695,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1696,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1697,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1698,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1699,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1700,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1733,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1734,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1735,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1736,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1737,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1738,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1739,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1740,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1741,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1742,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1743,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1744,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1745,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1746,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1747,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1748,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1925,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.99,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1481,0.0,0.99,0.0,0.63,0.77
decode,694d9fdfb4d8ee1b,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1926,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.93,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1277,0.0,0.93,0.0,0.55,0.6
decode,694d9fdfb4d8ee1b,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1927,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.91,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1272,0.0,0.91,0.0,0.56,0.69
decode,694d9fdfb4d8ee1b,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1928,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.95,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0973,0.0,0.95,0.0,0.45,0.61
decode,694d9fdfb4d8ee1b,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1929,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.94,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1363,0.0,0.94,0.0,0.57,0.69
decode,694d9fdfb4d8ee1b,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1930,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.94,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1159,0.0,0.94,0.0,0.49,0.74
decode,694d9fdfb4d8ee1b,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1931,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.96,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1308,0.0,0.96,0.0,0.51,0.7
decode,694d9fdfb4d8ee1b,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1932,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.99,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1226,0.0,0.99,0.0,0.54,0.61
decode,694d9fdfb4d8ee18,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1933,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.95,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1856,0.0,0.95,0.0,0.58,0.95
decode,694d9fdfb4d8ee18,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1934,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.98,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.2028,0.0,0.98,0.0,0.72,0.91
decode,694d9fdfb4d8ee18,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1935,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.93,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1419,0.0,0.93,0.0,0.52,0.8
decode,694d9fdfb4d8ee18,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1936,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.99,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1372,0.0,0.99,0.0,0.53,0.68
decode,694d9fdfb4d8ee18,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1937,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,1.0,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1106,0.0,1.0,0.0,0.49,0.5
decode,694d9fdfb4d8ee18,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1938,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,1.0,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.2054,0.0,1.0,0.0,0.75,0.9
decode,694d9fdfb4d8ee18,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1939,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.99,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1483,0.0,0.99,0.0,0.56,0.71
decode,694d9fdfb4d8ee18,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1940,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.98,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.2266,0.0,0.98,0.0,0.76,0.87
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2687,Metric=dynamo_request_plane_queue_seconds; Description=None,dynamo_request_plane_queue_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2871,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2872,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2873,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2874,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2875,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2876,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2877,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2878,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2879,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2880,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2881,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2882,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2883,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2884,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2885,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2886,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2983,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2984,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2985,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2986,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2987,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
csv_histogram_labels_unparsed,,,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,2988,Metric=sglang:queue_time_seconds; Description=None,sglang:queue_time_seconds,,,AIPerf histogram row with shifted compact-CSV label schema; use JSON export for component/rank and histogram estimates.,Evidence,aiperf_server_metrics_csv_aggregate,seconds,,,,,,
